Chunk ID,Concept ID,Source Page,Chunk Text Content
CH089,C001,108,"Static MembersNotesYou should see the following output.Enter the value of x4Display the entered number 4There are also other areas of application for friend function. The friend function can also bedefined within the scope of a class definition itself. Friend function may also have inline memberfunctions. If the friend function is defined in the class, then the inline code substitution is doneautomatically. But if defined outside the class, then it is necessary to precede the return type withthe keyword inline to make the inline code substitution.The following program accesses the private data of a class through a friend function where thefriend function is defined with inline code substitution.#include <conio.h>class example{private:int x;public:inline void getdata();friend void disp(example);};inline void example::getdata(){cout <<“Enter the value of x “ << “\n”;cin >> x;}inline void disp(example eg)//Note the use of the keyword inline{ cout << “Display the entered number” << eg.x << “\n”;}main(){ example eg1 ;eg1.getdata();disp(eg1);getche();}"
CH090,C001,109,"102 You should see the output as shown below:Enter the value of x20Display the entered number 20One class can be friendly with another class. Consider two classes, first and second. If the classfirst is friendly with the other class second, then the private data members of the class first arepermitted to be accessed by the public members of the class second. But on the other hand, thepublic member functions of the class first cannot access the private members of the class second. Task The friend declaration can be placed anywhere in the class declaration. Explain.The following program demonstrates how a class one has granted its friendship to the class two.The class two is declared friendly in the class one.#include <iostream.h>#include <conio.h> .class one{ friend class two;private:int x;public:void getdata();};class two{public:void disp(one); .};inline void one::getdata(){ cout <<“Enter a number” ;cin>>x;}inline void two::disp(one obj){int x;"
CH091,C001,110,"103 Unit 5: Static Members Notescout <<“Entered number is “; cout << obj.x; } void main() { one obj1; two obj2; obj1.getdata(); obj2.disp(objl); getche(); } You should see the output as shown below: Enter a number 25 Entered number is 25 Though the class first has granted its friendship to the class second, it cannot access the private data of the class second through its public member function display( ) of the class first. A non-member function can be friendly with one or more classes. When a function has declared to have friendship with more than one class, the friend classes should have forward declaration as it needs to access the private members of both classes. The general syntax of declaring the same friend function with more than one class is: class second; class first { private: //data members; //member functions; public: . //data members; //member functions; friend <return_type> <fname>(class first, class second. . ..); }; class second { private: //data members; //member functions; public: //data members;"
CH092,C001,111,"104 //member functions;friend <return_type> <fname>(class first, class second. . ..);};The following program demonstrates the use of the friend function which is friendly to twoclasses. The function seem to calculate the sum of two objects is declared friendly in both theclasses.#include <iostream.h>#include <conio.h>class two;class one{intx;public:void getdata(){cout <<“Enter the value for x “;cin >>x;}void disp(){ cout<< “The value of x entered is “<< x <<“\n”.}friend int sum( one,two);};class two{inty;public:void getdata(){cout <<“Enter the value for y “;cin>>y;}void disp(){cout<< “The value of y entered is”<< y<< “\n”;}friend int sum(one, two);};"
CH093,C001,112,"Static MembersNotesint sum(one obj1,two obj2){return(objl.x + obj2.y);}void main(){one obj11;two obj22;obj11.getdata();obj11.disp();obj22.getdata();obj22.disp();cout<< “the sum of two private data variables x and y is”;int tot = sum(obj 11,obj22);cout <<tot;getche(); .}You should see the output as shown below.Enter the value for x 20The value of x entered is 20Enter the value for y 11the value of y entered is 11the sum of two private data variables x & y is 31 Notes Note the forward declaration of class second. The non-member function sum() isdeclared friendly to class first and class second.5.4.1Friend Function in Empty Classes#include <iostream>using namespace std;class MyClass { int a, b;public: MyClass(int i, int j) { a=i; b=j; } friend int friendFunction(MyClass x); // a friend function};"
CH096,C001,115,"108 class C;class A { class B { // arbitrary nested class definitions friend class C; };};If the friend function is a member of another class, you need to use the scope resolution operator(::).Example:class A {public: int f() { }};class B { friend int A::f();};Friends of a base class are not inherited by any classes derived from that base class. The followingexample demonstrates this:class A { friend class B; int a;};class B { };class C : public B { void f(A* p) {// p->a = 2; }};The compiler would not allow the statement p->a = 2 because class C is not a friend of class A,although C inherits from a friend of A.Friendship is not transitive. The following example demonstrates this:class A { friend class B; int a;};class B { friend class C;"
CH097,C001,116,"Static MembersNotes};class C { void f(A* p) {// p->a = 2; }};The compiler would not allow the statement p->a = 2 because class C is not a friend of class A,although C is a friend of A.If you declare a friend in a local class, and the friend’s name is unqualified, the compiler willlook for the name only within the innermost enclosing nonclass scope. You must declare afunction before declaring it as a friend of a local scope. You do not have to do so with classes. Notes Note that a declaration of a friend class will hide a class in an enclosing scope withthe same name.The following example demonstrates this:class X { };void a();void f() { class Y { }; void b(); class A { friend class X; friend class Y; friend class Z;// friend void a(); friend void b();// friend void c(); }; ::X moocow;// X moocow2;}In the above example, the compiler will allow the following statements:1.friend class X: This statement does not declare ::X as a friend of A, but the local class X as afriend, even though this class is not otherwise declared.2.friend class Y: Local class Y has been declared in the scope of f().3.friend class Z: This statement declares the local class Z as a friend of A even though Z is nototherwise declared."
CH099,C001,119,"112 Bug TrackingAnother situation is of a product support project, in which the team found the number ofreported bugs to be high owing to the complexity of the system, new releases and features.“It was difficult to track the status and progress of each bug since the backlog of defectswas high…”Here comes the relevance of a bug tracking system, a database containing the entirehistory of the bug, as the author instructs. The system – with info about priority, author,owner, target release, abstract and so on – can be updated through mails based on the bugID, and communicated automatically to the identified recipients, he adds.“The mails keep the team updated on the new bugs and the respective solutions. Includethis as a process improvement so that the projects would have an automated bug trackingsystem for education and information seeding,”.Comfort LevelsMantra six calls for steering the comfort levels, such as enhancing the delight level of endcustomers. Sample this context, described by Rao: The customer, a bank, wanted toimplement new software but wanted to retain the existing front-ends as the end userswere comfortable with the same.The software vendor began by seeking feedback from the users in the bank; finding thatthe user community was conversant and comfortable with the old screens, the vendorcollected data from the front-ends of the old application and transferred the same to thedatabase of the new application. “Once the data transfer was completed, it was processed to retain the same front-ends onthe new application. All this ran transparently.” And the outcome, Rao concludes, was thatend-users’ comfort level could be kept very high, as they did not see any changes on thefront-end screens of the new application.Instructive ReadFive Generations of Programming LanguageThe Visual Studio development environment is ‘an extremely powerful fifth-generationtool,’ says Rod Stephens in Visual Basic 2010: Programmer’s reference(www.wileyindia.com).“It provides graphical editors to make building forms and editing properties easy andintuitive; IntelliSense to help developers remember what to type next; auto-completionso developers can use meaningful variable names without needing to waste time typingthem completely by hand; tools that show call hierarchies indicating which routines callwhich others; and breakpoints, watches, and other advanced debugging tools that makebuilding applications easier,” he describes.Fifth-generation languages or 5GLs emphasise on the development environment ratherthan the language itself; they provide powerful, highly graphical developmentenvironments to allow developers to use the underlying language in more sophisticatedways, informs the author in a discussion of the different generations.1-2-3-4The previous generation, of the 4GLs, was of ‘natural languages’ such as SQL. They letdevelopers use a language that is sort of similar to a human language to executeprogramming tasks, explains Stephens. “For example, the SQL statement ‘SELECT * FROMContd..."
CH104,C001,124,"Constructors and DestructorsNotes{int x,y;public:abc(int, int);}abc::abc(int a, int b){x=a;y=b;} Task ‘The constructor also usually holds the initializations of the different declaredmember variables of its object’. Explain this statement.Observed that myabc class has now a constructor defined to except two parameters of integertype. We can now create an object of myabc class passing two integer values for its construction,as listed below:main(){abc myabc(100,200);———;}In the main function myabc object is created value 100 is stored in data variable x and 200 isstored in data variable y. There is another way of creating an object as shown below.main(){myabc=abc(100,200);———;}Both the syntaxes for creating the class are identical in effect. The choice is left to the programmer.There are other possibilities as well. Consider the following class differentials:class abc{int x,y;public:abc();}"
CH105,C001,125,"118 abc::abc(){x=100;y=200;}In this class constructor has been defined to have no parameter. When an object of this class iscreated the programmer does not have to pass any parameter and yet the data variables x,y areinitialized to 100 and 200 respectively.Finally, look at the class differentials as given below:class abc{int x,y;public:abc();abc(int);abc(int, int);}abc::abc(){x=100;y=200;}abc::abc(int a){x=a;y=200;}abc::abc(int a){x=100;y=a;}Class myabc has three constructors having no parameter, one parameter and two parametersrespectively. When an object to this class is created depending on number of parameters one ofthese constructors is selected and is automatically executed."
CH106,C001,126,"Constructors and DestructorsNotes Notes Note that C++ selects one constructor by matching the signature of the methodbeing called. Also, once you define a constructor method, the default constructor isoverridden and is not available to the class. Therefore you must also define a constructormethod resembling the default constructor method having no parameters.6.1.2DestructorWhen a program no longer needs an instantiated object it destroys it. If you do not supply adestructor function, C++ supplies a default destructor for you, unknown to you. The programuses the destructor to destroy the object for you.When should you define your own destructor function? In many cases you do not need a destructorfunction. However, if your class created dynamic objects, then you need to define your owndestructor in which you will delete the dynamic objects. This is because dynamic objects cannotbe deleted on their own. So, when the object is destroyed, the dynamic objects are deleted by thedestructor function you define. Did u know?Should we explicitly call a destructor on a local variable?No!The destructor will get called again at the close } of the block in which the local wascreated. This is a guarantee of the language; it happens automatically; there’s no way tostop it from happening. But you can get really bad results from calling a destructor on thesame object a second time! Bang! You’re dead!A destructor function has the same name as the class, and does not have a returned value.However you must precede the destructor with the tilde sign, which is ~ .The following code illustrates the use of a destructor against dynamic objects:#include <iostream>using namespace std;class Calculator { public: int *num1; int *num2; Calculator(int ident1, int ident2) { num1 = new int; num2 = new int;"
CH110,C001,130,"Constructors and DestructorsNotes{char * FirstName= “Mohan”;string Fname(First name);string Mname(“Kumar”);string Sname(“Singh”);string Halfname, Fullname;//Joining FirstName with SurnameHalfname.join (Fname, Sname);//Joining Firstname with Middlename & SurnameFullname.join (Halfname, Mname);Fname.display ();Mname.display ();Sname.display ();Halfname.display();Fullname.displayO();}You should see the following output./*Name :- RamName :- KumarName :- SinghName:- Mohan .Singh Name :- Mohan.Singh .Kumar*/The above program uses new operator to allocate memory. The first constructor is an emptyconstructor that allows us to declare an array of string. The second constructor initializes lengthof the string, allocates necessary space for the string to be stored and creates the string itself. Themember function join ( ) concatenates 2 strings.It actually adds the length of 2 strings and then allocates the memory for the combined string.After that the join function uses inbuilt string functions strcpy & strcat to fulfil the action.The output of the program will be in Full Name and Half name.That is Mohan Singh Kumar and Ram Singh respectively.Another example of the dynamic constructor is the matrix program. In two Dimensional matrixwe need to allocate the memory for the values to be stored in. Using constructor we can allocatethe memory for the matrix. Task ’Basically, it’s a way of constructing an object based on the run-time type of someexisting object.’ Explain."
CH115,C001,136,"Constructors and DestructorsNotes6.6DestructorsConstructors create an object, allocate memory space to the data members and initialize the datamembers to appropriate values; at the time of object creation. Another member method calleddestructor does just the opposite when the program creating an object exits, thereby freeing thememory.A destructive method has the following characteristics:1.Name of the destructor method is the same as the name of the class preceded by a tilde(~).2.The destructor method does not take any argument.3.It does not return any value.The following codes snippet shows the class abc with the destructor method;class abc{int x,y;public:abc();abc(int);abc(int, int);~abc(){cout << “Object being destroyed!!”;}}Whenever an object goes out of the scope of the method that created it, its destructor method isinvoked automatically. However if the object was created using new operator, the destructormust be called explicitly using delete operator. The syntax of delete operator is as follows:delete(object); Notes Whenever you create an object using new keyword, you must explicitly destroy itusing delete keyword, failing which the object would remain homed in the memory andin the course of program execution there may come a time when sufficient memory is notavailable for creation of the more objects. This phenomenon is referred to as memoryleak. Programmers must consider memory leak seriously while writing programs for theobvious reasons. Did u know? What’s the order that objects in an array are destructed?In reverse order of construction: First constructed, last destructed.In the following example, the order for destructors will be a[9], a[8], ..., a[1], a[0]: void userCode() { Fred a[10]; ... }"
CH116,C001,137,"130 6.7Constructor/ Destructor with Static MembersA CLR type, such as a class or struct, can have a static constructor, which can be used to initializestatic data members. A static constructor will be called at most once, and will be called before thefirst time a static member of the type is accessed.An instance constructor will always run after a static constructor.The compiler cannot inline a call to a constructor if the class has a static constructor. The compilercannot inline a call to any member function if the class is a value type, has a static constructor,and does not have an instance constructor. The common language runtime may inline the call,but the compiler cannot.A static constructor should be defined as a private member function, as the static constructor isonly meant to be called by the common language runtime.To get the equivalent of a static constructor, you need to write a separate ordinary class to holdthe static data and then make a static instance of that ordinary class.class StaticStuff{ std::vector<char> letters_;public: StaticStuff() { for (char c = ‘a’; c <= ‘z’; c++) letters_.push_back(c); } // provide some way to get at letters_};class Elsewhere{ static StaticStuff staticStuff; // constructor runs once, single instance};Example:class A {int a;public:A(int i) {a=i;}~A() {cout << “bye\n”;}};A x(3); // Static constructormain() {// do stuff.."
CH117,C001,138,"Constructors and DestructorsNotes}// static destructor of x called now.CaseletClearly Making a PointXEROX-PARC (Palo Alto Research Centre, where the world’s first graphic userinterface and the SmallTalk-80 object-oriented programming was developed) hasan unusual project on in India. This technology company has been researchingmethods of making technology more human-friendly. The brief was simple: “Why shouldhumans always adapt to tech? Why not make tech easy and natural for human beings touse?”Feeling at HomeThe group came up with a variety of interface devices that were a lot more instinctive thanthe ordinary keyboard-mouse devices.Devices with names such as e-Shiva egg, the e-rickshaw and the 360 degree Tilty screen, havebeen developed which can be used by just anyone. “No one needs to know anything abouttechnology. You can get information instinctively,” says Mustafa Siddiqui, a team member.The research group’s demo chose to base its projects on subjects that were very Indian,such as Benaras (“which is a microcosm of India”) and Shiva. “We wanted to producetechnology in India in an Indian way,” explains Siddiqui.The “Interactive Physical Icons”, are real physical objects such as a wooden trishul, ringand so on which can be placed on the cursor. The system understands this as a commandfor more information on the trishul.The e-rickshaw (a real rickshaw with a screen fitted on the seat) demonstrates best the kindof instinctive interaction built into the products. Someone who has never seen a keyboardand a mouse would be bewildered by a PC as we know it, but anyone looking at thee-rickshaw would instinctively turn the handle bars, the key to steering through a videoon Benaras in the demo project. Ringing the rickshaw bell would bring more pictures andinformation on the screen.The e-Shiva egg, an egg-shaped device that can be cradled in a palm with buttons on theside, works like any palmtop. The demo device has information on Shiva and so wasshaped to feel like Shiva.The 360-degree swivel display can be turned around a full circle and the screen showsvarious Benaras skylines as if through a handycam.The Crossing Project, as it was called, was the brainchild of Ranjit Makkuni, a multimediaresearcher at Xerox-PARC, who is also a designer and musician. Makkuni continues toexplore the “non-button pushing, gesture-based interfaces” and tries to bridge thetraditional and the contemporary.It was begun purely as a research project and the team has exhibited 21 products in Mumbaiat the National Gallery of Modern Art, says Siddiqui.Three exhibitions later, the team has some commercial projects on hand. Some of therequests have come in from the tourism sector, a large media group, a GSM operator andeven a large public sector unit."
CH123,C001,144,"Operator OverloadingNotesIn order to allow operations like Complex c = a+b, in above code we overload the “+” operator.The overloading syntax is quite simple, similar to function overloading, the keyword operatormust be followed by the operator we want to overload:class Complex{public:Complex(double re,double im) :real(re),imag(im) {}; Complex operator+(const Complex& other); Complex operator=(const Complex& other);private: double real; double imag;};Complex Complex::operator+(const Complex& other){ double result_real = real + other.real; double result_imaginary = imag + other.imag; return Complex( result_real, result_imaginary );}The assignment operator can be overloaded similarly. Notice that we did not have to call anyaccessor functions in order to get the real and imaginary parts from the parameter other sincethe overloaded operator is a member of the class and has full access to all private data.Alternatively, we could have defined the addition operator globally and called a member to dothe actual work. In that case, we’d also have to make the method a friend of the class, or use anaccessor method to get at the private data:friend Complex operator+(Complex);Complex operator+(const Complex &num1, const Complex &num2){ double result_real = num1.real + num2.real; double result_imaginary = num1.imag + num2.imag; return Complex( result_real, result_imaginary );}"
CH128,C001,149,"142 void disp(void);void operator- ();// overload unary operator minus};void integer::getdata(int a, int b, int c){x=a; y=b; z=c;}void integer::disp(void){cout << x << “ “;cout<< y<<“ “;cout<< z<< “\n”;}void integer::operator- ()// Defining operator- (){x = -x; y = -y; z = -z;}void main (){integer S;S.getdata(11,-21,-31);Cout<< “S: “;S.disp();-S;cout<<“-S : “;S.disp();getch();}You should see the following output.S: 11-21-31-S:-112131!Caution The function written to overload the operator is a member function. Hence noargument is passed to the function. In the main() function, the statement -S invokes theoperator function which negates individual data elements of the object S.The same program can be rewritten using friend function. This is demonstrated in the followingProgram. In this program we define operator function to perform unary subtraction using afriend function."
CH129,C001,150,"Operator OverloadingNotes#include <iostream.h>#include <conio.h>class integer{intx;int y;intz;public:void getdata(int a, int b, int c);void disp(void);friend void operator- (integer &s );// overload unary minus};void integer::getdata (int a, int b, int c){x = a; y = b; z = c;}void integer::disp(void){cout << x << “ “;cout << y <<“ “;cout << z << “\n”;}void operator- (integer &s )// Defining operator- (){s.x = -s.x;s.y = -s.y;s.z = -s.z;}void main (){integer S;S.getdata(11 ,-21 ,-31);Cout<< “S: “;S.disp();-S; //activates operator-()cout<<“-S: “;S.disp();getch();}"
CH132,C001,153,"146 7.4.1Using Friend FunctionThe following program is the same as previous one. The only difference is that we use a friendfunction to find the sum of two objects. Note that an argument is passed to this friend function.#include <iostream.h>#include <conio.h>class integer{private:int val;public:integer();integer(in tone);friend integer operator+ (integer obja, integer objb);void disp();};integer::integer(){val = 0;}integer:: integer(int one){val = one;}integer operator+ (integer obja, integer objb){integer objsum;objsum.val = obja.val + objb.val;return(objsum);}void integer::disp(){cout<< “value =”<< val <<endl;}void main(){integer obj1(11);integer obj2(22);"
CH135,C001,156,"Operator OverloadingNotesOverloading the binary addition (+) operatorLet’s take a look at an example of a binary operator overloaded both ways. First, overloadingoperator+ using the friend function:class Cents{private:int m_nCents;public:Cents(int nCents) { m_nCents = nCents; }// Overload cCents + intfriend Cents operator+(Cents &cCents, int nCents);int GetCents() { return m_nCents; }};// note: this function is not a member function!Cents operator+(Cents &cCents, intnCents){return Cents(cCents.m_nCents + nCents);}Now, the same operator overloaded using the member function method:class Cents{private:int m_nCents;public:Cents(int nCents) { m_nCents = nCents; }// Overload cCents + intCents operator+(int nCents);int GetCents() { return m_nCents; }};// note: this function is a member function!Cents Cents::operator+(int nCents){return Cents(m_nCents + nCents);}Our two-parameter friend function becomes a one-parameter member function, because theleftmost parameter (cCents) becomes the implicit *this parameter in the member function version."
CH137,C004,158,"Operator OverloadingNotesstr::str(){name = new char[1];}str::str(char *a){int i = strlen(a);name = new char[i + 1];strcpy(name, a);}str str::operator + (str s){int i = strlen(name) + strlen(s.name);str tmp;tmp.name = new char[i+1];strcpy(tmp.name, name);strcat(tmp.name, s.name);return tmp;}void str::get(){cin >> name;}void str::show(){cout << name;}void main(){clrscr();str S3;str S1(“hello”);str S2(“monty”);S3 = S1 + S2;S3.show();}"
CH144,C001,165,"158 strcpy(name,a); }This constructor builds a string type object from a char* type variable a. The variables length andname are data members of the class string. Once you define the constructor in the class string, itcan be used for conversion from char* type to string type.Example:string s1, s2;char* name1 = “Good Morning”;char* name2 = “STUDENTS” ;s1 = string(name1);s2 = name2;The program statements1 = string (name1);first converts name1 from char* type to string type and then assigns the string type values to theobject s1. The statements2 = name2;performs the same job by invoking the constructor implicitly.Consider the following exampleclass time{int hours;int minutes; public:time (int t) II constructor { hours = t / 60;//t is inputted in minutes minutes = t % 60;. }};In the following conversion statements:time T1;//object T1 createdint period = 160;T1 = period;//int to class typeThe object T1 is created. The variable period of data type integer is converted into class type timeby invoking the constructor. After this conversion, the data member hours of T1 will have value2 arid minutes will have a value of 40 denoting 2 hours and 40 minutes."
CH148,C001,169,"162 in the stock. The following program uses classes and shows how to convert data of one type toanother.#include<iostream.h>#inc1ude<conio.h>class stock2;class stockl{int code,item;float price;public:stockl(int a,int b,float c){code=a;item=b;price=c;}void disp(){cout<< “code” <<code <<“\n”;cout<< “Items” <<item <<“\n”;cout<< “Price per item `” <<price <<“\n”;}int getcode(){return code;}int getitem(){return item;}int getprice(){return price;}operator float(){retum(item*price);}};class stock2{int code;float val;"
CH151,C001,173,"166 network is a piconet, and it can consist of one master device and up to seven slavedevices.”The book guides you to write a MIDlet to create “a simple Bluetooth dating service”,something to help break the ice when there are people in the same room who are attractedto each other.This is how: “You tell the MIDlet the type of date you’re looking for, and the MIDlet willuse Bluetooth to query anybody who comes near yours for compatibility. Oncecompatibility is established, your potential date’s e-mail address is displayed on yourphone.”What happens thereafter is beyond the scope of the book. However, be prepared forfailing gracefully, when tuning performance. For, “given the paucity of memory in atypical MIDP device, your application should be prepared for disappointment each time itasks for memory.”And there’s a tip as a ‘possible strategy in production programming’ - that you may“attempt to allocate all memory up front, when the application first starts”.8.5Summary A type conversion may either be explicit or implicit, depending on whether it is orderedby the programmer or by the compiler. Explicit type conversions (casts) are used when aprogrammer want to get around the compiler’s typing system; for success in this endeavour,the programmer must use them correctly. Used another constructor to build a string type object from a char* type variable. The general form of an overloaded casting operator function, also referred to as a conversionfunction, is:operator typename(){//Program statement} Which form to use, depends upon where we want the type-conversion function to belocated, whether in the source class or in the destination class.8.6KeywordsImplicit Conversion: An implicit conversion sequence is the sequence of conversions requiredto convert an argument in a function call to the type of the corresponding parameter in afunction declaration.Operator Typename(): Converts the class object of which it is a member to typename.8.7Review Questions1.“In a mixed expression constants and variables are of different data types.” Justify thisstatement with an example.2.The constructor functions do not support conversion from a class to basic type. Explainwith a example."
CH157,C001,179,172 Did u know? What is directed acyclic graphs?Directed acyclic graphs are not unique to single inheritance. They are also used to depictmultiple-inheritance graphs.The following program shows the single inheritance by private derivation.#include<iostream.h>#include<conio.h>class worker//Base class declaration{int age;char name[10];public:void get();void show();};void worker::get(){cout<<“\nYour name please:”;cin>>name;cout<<“\nyour age please:”;cin>>age;}void worker : show(){cout << “\nMy name is: “<<name<< “\n” << “My age is: “<<age;}class manager : worker//Derived class (privately by default){int now;public:void get();void show();};void manager::get(){worker::get();//calling the get function of basecout<<“number of worker under you”;
CH158,C001,180,"InheritanceNotescin>>now;}void manager::show(){worker::show();cout << “\n no. of worker under me is : “<<now;}main(){clrscr();worker w1;manager m1;m1.get();m1.show();} Notes When a derived class publicly inherits the base class, all the public members of thebase class also become public to the derived class and the objects of the derived class canaccess the public members of the base class.The following program shows the single inheritance using protected derivation#include<conio.h>#include<iostream.h>class worker//Base class declaration{protected:int age; char name[20];public:void get();void show();};void worker::get(){cout >> “your name please”;cin >> name;cout << “your age please”;cin >> age;}"
CH163,C001,185,"178 9.2.3Multiple InheritanceA class can inherit the attributes of two or more classes. This mechanism is known as ‘MULTIPLEINHERITANCE’. Multiple inheritance allows us to combine the features of several existingclasses as a starting point for defining new classes.!Caution It is like the child inheriting the physical feature of one parent and the intelligenceof another.The syntax of the derived class is as follows: Class base1 { //body1 } Class base2 { //body2 } Class derived : visibility base1, visibility base2 { //body3 } Task A direct base class cannot appear in the base list of a derived class more than once.Discuss.Where the visibility refers to the access specifiers i.e. public, private or protected. Followingprogram shows the multiple inheritance.# include < iostream.h># include < conio.h>class father//Declaration of base class1{int age;char name [20];public:void get ( );void show ( );};void father : : get ( ){cout << “your father name please”;cin >> name;"
CH164,C001,186,"InheritanceNotescout << “Enter the age”;cin >> age;}void father : : show ( ){cout<< “In my father’s name is:”<<name<< “In my father’s ageis: <<age;}class mother//Declaration of base class 2{char name [20];int age;public:void get ( ){cout << “mother’s name please” << “In”;cin >> name;cout << “mother’s age please” << “in”;cin >> age;}void show ( ){cout << “In my mother’s name is: “<<name;cout << “In my mother’s age is: “<<age;class daughter : public father, public mother //derived class:inheriting{ //publiclychar name [20];//the features of both the base classint std;public:void get ( );void show ( );};void daughter :: get ( ){father :: get ( );mother :: get ( );cout << “child’s name: “;cin >> name;cout << “child’s standard”;"
CH165,C001,187,"180 cin >> std;}void daughter :: show ( ){father :: show ( );nfather :: show ( );cout << “In child’s name is : “<<name;cout << “In child’s standard: “<<std;}main ( ){clrscr ( );daughter d1;d1.get ( );d1.show ( );}Diagrammatic Representation of Multiple Inheritance is as follows: Father Private: int age; char name[20]; Protected: Public: void get() void show() Mother Private: int age; char name[20]; Protected: Public: void get() void show() Class daughter: public Father, public Mother Private: char name[20]; int age; Protected: Public: //self void get(); void show(); //from Father void get(); void show(); //from Mother void get(); void show();"
CH166,C001,188,"InheritanceNotesExample: If two base classes have a member with the same name, the derived classcannot implicitly differentiate between the two members. Note that, when you are using multipleinheritance, the access to names of base classes may be ambiguous.9.2.4Hierarchical InheritanceAnother interesting application of inheritance is to use is as a support to a hierarchical design ofa class program. Many programming problems can be cast into a hierarchy where certainfeatures of one level are shared by many others below that level for e.g. Accounts Saving Accounts Current Accounts Fixed deposit Short term Long term Mid term In general the syntax is given as Class B : public A { //bodyB } Class C : public A { //bodyB } Class A { //bodyA } In C++, such problems can be easily converted into hierarchies. The base class will include allthe features that are common to the subclasses. A sub-class can be constructed by inheriting thefeatures of base class and so on."
CH167,C001,189,182 Object-oriented Programming Notes Did u know? What is Polymorphic functions? Polymorphic functions are functions that can be applied to objects of more than one type. //Program to show the hierarchical inheritance # include < iostream.h> # include < conio.h> class father //Base class declaration { int age; char name [15]; public: void get ( ) { cout << “father name please”; cin >> name; cout << “father’s age please”; cin >> age; } void show ( ) { cout << “In father’s name is : “<<name; cout << “In father’s age is: “<< age; } }; class son : public father //derived class 1 { char name [20]; int age; public; void get ( ); void show ( ); }; void son :: get ( ) { father :: get ( ); cout << “your (son) name please” <<“in”; cin >>name; cout << “your age please” <<“In”; cin>>age; } void son :: show ( ) { father : : show ( ); cout << “In my name is : “<<name; cout << “In my age is : “<< age;
CH169,C001,191,"184 protected:int r_no;public:void get _n (int a) {r_no - a; }void put_n (void){cout << “Roll No.: “<< r_no;cout << “In”;}};class test : public student{ //Intermediate base classprotected : int part1, par 2;//(base for result)public :void get_m (int x, int y) {part1 = x; part 2 = y; }void put_m (void) {cout << “marks obtained: “<< “In”<< “Part 1 = “<< part1 << “In”<< “Part 2 = “<< part2 << “In”;}};class sports// base for result{protected : int score;public:void get_s (int s) {score = S1 }void put_s (void) {cout << “sports wt. : “<< score << “\n\n”;}};class result : public test, public sports//Derived from test & sports{int total;"
CH175,C001,197,"190 class sports:virtual public student{ protected: char sname[20]; int smarks;};class result:public exam, public sports{ private: int tmarks; public: void input(); void total(); void display();};void result::input(){cout<<“enter enroll:”;cin>>enroll;cout<<“enter name:”;cin>>name;cout<<“enter course:”;cin>>course;cout<<“enter exam type:”;cin>>etype;cout<<“enter marks of subject1:”;cin>>msub1;cout<<“enter marks of subject2:”;cin>>msub2;cout<<“enter marks of subject3:”;cin>>msub3;cout<<“enter sports name:”;cin>>sname;cout<<“enter sports marks:”;cin>>smarks;"
CH178,C001,200,"InheritanceNotes{ cout << “Roll No.: “<< r_no<<“In”;}};class test : virtual public student //Virtuallydeclared common{ //base class 1protected:int para1;int para2;public:void get_m (int x, int y){part1= x; part2=y;}void put.m (void){cout <<“marks obtained: “<< “In”;cout << “part1 = “ << part1 <<“In”;cout << “part2 = “<< part2 << “In”;}};class sports: public virtual student//virtuallydeclared common{ //base class 2protected:int score;public:void get_s (int a) {score = a;}void put_s (void){ cout << “sports wt.: “<<score<< “\n”;}};class result: public test, public sports //derived class{private : int total;public:void show (void);};void result : : show (void){total = part1 + part2 + score;"
CH180,C001,202,"InheritanceNotesvoid get (int);void show (void);};void A1 :: get (int a){ y = a;]void A1 :: show (void){cout <<y;{class A2 : Virtual public A{protected:int z;public:void get (int a){ z = a;}void show (void){ cout << z;]};class A12 : public A1, public A2{int r, t;public:void get (int a){ r = a;}void show (void){ t = x + y + z + r;cout << “result =”<< t;}};main ( ){clrscr ( );A12 r;r.A : : get (3);r.A1: : get (4);r.A2 : : get (5);"
CH183,C001,205,198 Public:Void getdata (){————-————–}};Class derived B: public base A{Public:Void getdata (){—————-—————-}};Void main (){Derived B obj;
CH184,C001,206,"InheritanceNotesObj. getdata ();getdata ();}When the statement obj. getdata (); get executed, the function getdata () of the derived class i.e.of derived B get executed. This means, the derived class function overrides the base class function.The scope resolution (:: ) operator can be used to access base class function through an object ofthe derived class.Example:Derived B obj;Obj. Base A:: getdata ();The above statements specify that the getdata () of base A is to be called.A base class function can be accessed from within the derived class by as follows also:Class derived B: public base A{Public:Void getdata (){Base A:: getdata (); // call getdata () of base A}};"
